,title,subtitle,author,publication_date,language,genre,resource_type,creation_date
1616,In search of stones,,"[['Peck, M. Scott (Morgan Scott)'], ['Peck, Christopher Scott']]",1995,English,"['bibliography', 'biography', 'Autobiographies', 'Autobiographies']",text,1994
1617,critical dictionary of psychoanalysis,,"Rycroft, Charles",,English,"['globe', 'bibliography', 'Dictionary', 'Dictionaries']",text,1995
1618,Penguin dictionary of psychology,,"Reber, Arthur S.",,English,"['dictionary', 'Dictionary', 'Dictionaries', 'Dictionaries.']",text,1996
1619,Analyzing superfund,"economics, science, and law","[['Revesz, Richard L.'], ['Stewart, Richard B.'], ['Resources for the Future']]",1995,English,bibliography,text,1994
1620,Odyssey in Athens,,"Cook, Erwin F.",,English,"['bibliography', 'Criticism, interpretation, etc.', 'Epic poetry']",text,1995
1621,Unbearable affect,,"Garfield, David A. S.",1995,English,Case studies,text,1994
1622,locality principle,,"[['Waldrop, Keith'], ['Burning Deck Archive (Woodberry Poetry Room)']]",1995,English,"['text', 'poetry and poems.', 'poetry.', 'Poetry', 'Poésie.']",text,1995
1623,book of Yeats's Vision,,"Adams, Hazard",1995,English,bibliography,text,1995
1624,What's behind the research?,,"[['Slife, Brent D.'], ['Williams, Richard N.']]",,English,bibliography,text,1995
1625,many lives of Cy Endfield,"film noir, the blacklist, and Zulu","Neve, Brian",2015,English,"['bibliography', 'biography', 'text', 'Criticism, interpretation, etc.', 'Criticism, interpretation, etc.']",text,2014
1626,Histoires du livre,,"Bödeker, Hans Erich.",1995,English,"['bibliography', 'conference publication', 'Conference papers and proceedings', 'History']",text,1995
1627,"Aama in America, Title page",,"[['Coburn, Broughton'], ['Child, Julia']]",1995,English,"['biography', 'text']",text,1994
1628,Monsutā =,Monster : Naoki Urasawa presents horrible story,"[['Urasawa, Naoki'], ['浦沢直樹']]",2002,Japanese,"['text', 'Drama manga-Heisei 1989-', 'Medical manga-Heisei 1989-', 'Social-issue manga-Heisei 1989-', 'Drama manga - Heisei 1989-', 'Medical manga - Heisei 1989-', 'Social-issue manga - Heisei 1989-', 'Drama manga - Heisei 1989-', 'Medical manga - Heisei 1989-', 'Social-issue manga - Heisei 1989-']",text,1999
1629,great composers and their works,,"[['Slonimsky, Nicolas'], ['Yourke, Electra']]",2000,English,"['biography', 'Criticism, interpretation, etc.']",text,1999
1630,Crown crime companion,,"[['Penzler, Otto'], ['Friedman, Mickey.'], ['Mystery Writers of America']]",1995,English,"['bibliography', 'Stories, plots, etc.']",text,1994
1631,Tān Tān wa-al-ikhtirāʻ al-mudamir,NaN,Hergé,1995,Arabic,"['text', 'Comics (Graphic works)']",text,2000
1632,Nina,,"[['Paya'], ['Schimel, Lawrence'], ['McBrearty, Rachael'], ['NBM Graphic Novels'], ['Center for Sex and Culture (San Francisco, Calif.)']]",1995,English,"['text', 'still image', 'Erotic comics', 'Pornographic comics', 'Comics (Graphic works)', 'Erotica.']",text,2019
1633,Leopardi,,"Gioanola, Elio.",,Italian,"['bibliography', 'biography', 'Biographies']",text,1995
1634,Viking art of war,,"Griffith, Paddy",,English,"['bibliography', 'History', 'History.']",text,1995
1635,ISDN literacy book,,"Hopkins, Gerald.",1995,English,bibliography,text,1994
1636,Gertrude Jekyll,,"[['Tooley, M. J.'], ['Arnander, Primrose']]",,English,"['bibliography', 'biography', 'Biographie (Descripteur de forme)', 'Biographies', 'Biographies']",text,1996
1637,For love of a silversmith,NaN,"Zhou, Daxin",,English,"['Fiction', 'Fiction']",text,1997
1638,Surgical intuition,,"[['Abernathy, Charles'], ['Hamm, Robert M.']]",1995,English,bibliography,text,1995
1639,Ethnobotany,,"[['Schultes, Richard Evans'], ['Von Reis, Siri']]",1995,English,bibliography,text,1994
1640,Six myths of our time,"little angels, little monsters, beautiful beasts, and more","Warner, Marina",,English,bibliography,text,1994
1641,How do we know this?,Midrash and the fragmentation of modern Judaism,"Harris, Jay Michael",1995,English,"['bibliography', 'government publication', 'History', 'Sources']",text,1994
1642,Intestinal immunology and food allergy,,"[['Weck, Alain L. de.'], ['Sampson, Hugh A.'], ['Nestlé Nutrition Services'], ['Nestlé Nutrition Workshop (34th : 1993 : Versailles, France)']]",1995,English,"['bibliography', 'conference publication', 'Congress', 'Congress']",text,1994
1643,Strabismus,,"[['Schorn, Brian'], ['Burning Deck Archive (Woodberry Poetry Room)'], ['Burning Deck (Firm)'], ['McNaughton & Gunn (Firm)']]",1995,English,"['text', 'poetry and poems.']",text,1994
1644,Human-powered vehicles,,"[['Abbott, Allan V.'], ['Wilson, David Gordon']]",1995,English,bibliography,text,1995
1645,forbidden best-sellers of pre-revolutionary France,NaN,"Darnton, Robert",1995,English,"['bibliography', 'Criticism, interpretation, etc.', 'History']",text,1994
1646,Sexuality and authority in the Catholic Church,,"Miller, Monica Migliorino",1995,English,"['bibliography', 'Controversial literature']",text,1992
1647,Taboo,NaN,"[['Bissette, Stephen'], ['Totleben, John'], ['Sim, Dave'], ['Neruda, Jan'], ['Stevens, Alec'], ['Price, Michael H.'], ['Alvarez, Lamberto'], ['Dickinson, Jeff.'], ['Blue, Stephen'], ['Williamson, Chet'], ['Truman, Timothy'], ['Grimes, Rick.'], ['Smith, James Robert'], ['Hoffman, Mike'], ['Salmons, Tony'], ['Thorpe, David'], ['Potts'], ['Dietz, Mark David'], ['Hester, Phil'], ['Bocage, Angela'], ['Kitchen Sink Press'], ['Center for Sex and Culture (San Francisco, Calif.)']]",1995,English,"['text', 'Comics (Graphic works)', 'Horror comics']",text,1995
1648,Meatmen,an anthology of gay male comics,"[['Leyland, Winston'], ['Jay, A.'], ['Donelan, Gerard P.'], ['Blackburn, John'], ['Macy, Jon'], ['Klamik, John'], ['Kuchar, Mike'], ['Johnson, Joe'], ['Erichsen, Kurt'], ['Hun'], ['Center for Sex and Culture (San Francisco, Calif.)'], ['Leyland Publications']]",1995,English,"['text', 'Gay comics', 'Erotic comics', 'Comics (Graphic works)', 'Gay comics', 'Erotic comics', 'Pornographic comics.', 'Comics (Graphic works)', ""Publishers' advertisements."", 'Bandes dessinées homosexuelles.', 'Bandes dessinées érotiques.', 'Bandes dessinées pornographiques.', 'Bandes dessinées.']",text,2010
1649,Jackets required,NaN,"[['Heller, Steven'], ['Chwast, Seymour']]",1995,English,"['bibliography', 'History']",text,1994
1650,face in the rock,,"Graham, Loren R.",1995,English,"['bibliography', 'History', 'History.']",text,1994
1651,St. Teresa of Avila,author of a heroic life,"Slade, Carole",1995,English,"['bibliography', 'government publication', 'Criticism, interpretation, etc.']",text,1994
1652,Randgestaltung und Religiosität,,"Benecke, Sabine.",1995,German,"['bibliography', 'Illustrated works', 'Manuscripts']",text,1996
1653,Catalogue of the Goldsmiths' Library of Economic Literature,,"[[""Goldsmiths' Library of Economic Literature""], ['Canney, Margaret'], ['Knott, David']]",1995,English,"['bibliography', 'Catalog', 'Bibliography', 'Bibliographies-Catalogs']",text,1971
1654,"Kirsch's handbook of publishing law for authors, publishers, editors, and agents",NaN,"Kirsch, Jonathan",1995,English,"['bibliography', 'Handbooks and manuals']",text,1995
1655,angels have left us,,"McCullum, Hugh",1995,English,History,text,1995
1656,Poems for the millennium,the University of California book of modern & postmodern poetry,"[['Robinson, Jeffrey Cane'], ['Rothenberg, Jerome'], ['Joris, Pierre'], ['Tengour, Habib'], ['Rothenberg, Jerome'], ['Joris, Pierre'], ['Robinson, Jeffrey Cane'], ['Tengour, Habib'], ['University of California (System)'], ['University of California Press']]",2009,English,"['bibliography', 'government publication', 'Poetry, Modern.', 'Criticism, interpretation, etc.', 'Literary collections']",text,1993
1657,Imaging Aristotle,verbal and visual representation in fourteenth-century France,"Sherman, Claire Richter.",1995,English,"['bibliography', 'government publication', 'History']",text,1994
1658,Iconclass indexes,early German prints,"[['Laupichler, Fritz'], ['Straten, Roelof van']]",9999,English,"['bibliography', 'text', 'indexes (reference sources)', 'Indexes', 'Indexes', 'Index.']",text,2003
1659,Yehoshuʻa,ʻim mavo u-ferush,"Aḥituv, Shmuel",1995,Hebrew,Commentaries,text,1991
1660,Mary Lucier,,"[['Barlow, Melinda'], ['Lucier, Mary']]",,English,"['bibliography', 'Catalogs']",text,1999
1661,Field guide to the palms of the Americas,,"[['Henderson, Andrew'], ['Galeano, Gloria'], ['Bernal, Rodrigo']]",1995,English,text,text,2019
1662,Bird by bird,,"Lamott, Anne",,English,"['Handbooks and manuals', 'Handbooks and manuals.', 'Handbooks and manuals']",text,1995
1663,Typographers on type,,"McLean, Ruari",,English,History,text,1995
1664,Inside the White House,,"Kessler, Ronald",,English,"['bibliography', 'biography', 'History', 'History.']",text,1994
1665,"Mysticism, Buddhist and Christian",,"[['Mommaers, Paul'], ['Bragt, Jan van.']]",,English,"['bibliography', 'History']",text,1994
1666,Wrestling with the angel,,"Bouldrey, Brian.",,English,NaN,text,1994
1667,scattering of salts,,"Merrill, James Ingram.",,English,"['Poems.', 'Uncorrected proofs (Printing)-United States-20th century.']",text,1994
1668,At home in the world,,"[['Merton, Thomas'], ['Ruether, Rosemary Radford'], ['Tardiff, Mary']]",1995,English,"['bibliography', 'biography', 'History', 'Records and correspondence']",text,1995
1669,Critical events,,"Das, Veena.",,English,bibliography,text,1995
1670,unplayable lie,,"Chambers, Marcia.",1995,English,NaN,text,1995
1671,goddess revival,,"Spencer, Aída Besançon.",1995,English,"['bibliography', 'Controversial literature']",text,1994
1672,unriddling of Christian origins,,"Carmichael, Joel",,English,"['bibliography', 'Controversial literature']",text,1995
1673,case of the frozen addicts,,"[['Langston, J. W. (James William)'], ['Palfreman, Jon'], ['Julio Mario Santo Domingo Collection']]",1995,English,"['Case Reports', 'Case studies', 'Case studies', 'Case Reports']",text,1994
1674,Daughters of Anowa,,"Oduyoye, Mercy Amba",1995,English,"['bibliography', 'biography']",text,1995
1675,"One earth, many religions",,"Knitter, Paul F.",1995,English,"['bibliography', 'biography']",text,1995
1676,Chiropractic,,"[['Magner, George'], ['Barrett, Stephen']]",,English,"['bibliography', 'Popular works']",text,1995
1677,Cancer chemotherapeutic agents,,"Foye, William O.",,English,bibliography,text,1994
1678,"United Nations and the advancement of women, 1945-1995",NaN,United Nations,1995,English,"['bibliography', 'conference publication', 'government publication', 'History', 'Sources', 'Quelle.']",text,1995
1679,African children's and youth literature,,"Osa, Osayimwense",1995,English,"['bibliography', 'Criticism, interpretation, etc.']",text,1994
1680,"introduction to scientific, symbolic, and graphical computation",,"Fiume, Eugene L.",1995,English,NaN,text,1994
1681,century of artists' books,,"[['Drucker, Johanna'], ['Granary Books (Firm)']]",,English,"['bibliography', 'History']",text,1996
1682,What parish are you from?,a Chicago Irish community and race relations,"McMahon, Eileen M.",1995,English,"['bibliography', 'text', 'Case studies', 'Church history', 'Case studies', 'Études de cas.']",text,1994
1683,Otanko nāsu,NaN,"[['Sasaki, Noriko'], ['佐々木倫子.']]",1998,Japanese,"['text', 'Adult manga-Heisei 1989-', 'Medical manga-Heisei 1989-', 'Comedy manga-Heisei 1989-', 'Comics (Graphic works)']",text,1999
1684,silent city,,"[['Yakin, Erez.'], ['Yevtushenko, Yevgeny Aleksandrovich']]",1995,English,Comics (Graphic works),text,1995
1685,Protecting Canada's endangered spaces,,"Hummel, Monte",1995,English,"['bibliography', 'Handbooks and manuals']",text,1995
1686,"Bauern, Handwerker und Bürger im Schachzabelbuch",mittelalterliche Ständegliederung nach Jacobus de Cessolis,"Kramer, Karl Sigismund.",1995,German,bibliography,text,1998
1687,J.K. Rowling,,"Errington, Philip W.",2015,English,"['bibliography', 'text', 'still image', 'Bibliographies', 'Bibliographies.', 'Bibliographies.', 'Bibliographies', 'Bibliographies.']",text,2014
1688,century in books,,"Princeton University Press Staff, author.",2005,English,"['bibliography', 'text']",text,2022
1689,"Economic, social and cultural rights as human rights",,"[['Schutter, Olivier de.'], ['Schutter, Olivier de'], ['Edward Elgar Publishing']]",,English,NaN,text,2015
1690,Cambridge illuminations,,"[['Binski, Paul'], ['Panayotova, Stella']]",2005,English,"['bibliography', 'text', 'Exhibition catalogs', 'History', 'Exhibition catalogues.', 'Exhibition catalogs.', 'History.']",text,2005
1691,splendor of the word,,"[['New York Public Library'], ['Alexander, J. J. G. (Jonathan James Graham)'], ['Marrow, James H.'], ['Sandler, Lucy Freeman']]",2005,English,"['bibliography', 'text', 'exhibition catalogs.', 'Exhibition catalogs', 'Exhibition catalogs.', 'Exhibition catalogs', ""Catalogues d'exposition.""]",text,2005
1692,Wimbledon Green,,Seth,,English,"['comic strip', 'Graphic novels', 'Graphic novels', 'Comics (Graphic works)', 'Graphic novels', 'Humour comics (documents)-Canada-2005.', 'Graphic novels-Canada-2005.', 'Comics (Graphic works)', 'Graphic novels.', 'Comic books, strips, etc.']",text,2005
1693,Printing and Book Culture in Late Imperial China,,"[['Brokaw, Cynthia J.'], ['Brokaw, Cynthia J.'], ['Burkus, Anne Gail'], ['Carlitz, Katherine'], ['Chia, Lucille'], ['Zhou, Jiarong']]",2005,English,"['dictionary', 'government publication', 'text']",text,2023
1694,Every book its reader,the power of the printed word to stir the world,"[['Basbanes, Nicholas A.'], ['Vendler, Helen'], ['Basbanes, Nicholas A.'], ['HarperCollins (Firm)']]",2005,English,"['bibliography', 'text', 'Staff picks-2015-10 (Oct)-Peacock.', 'Presentation copies.', 'Dust jackets.']",text,2005
1695,Shissō nikki,NaN,"[['Azuma, Hideo'], ['吾妻ひでお']]",2005,Japanese,"['biography', 'text', 'Manga', 'Graphic novels']",text,2005
1696,"Le Corbusier, architect of books",NaN,"[['Smet, Catherine de'], [""Centro per l'arte contemporanea Luigi Pecci""], [""Museo d'arte moderna e contemporanea di Trento e Rovereto""], [""Musée d'art moderne et contemporain de Strasbourg""]]",2005,English,"['bibliography', 'Bibliographies-Exhibition catalogs']",text,2005
1697,masterpiece reconstructed,,"[['Kren, Thomas'], ['Evans, Mark'], ['Bourdichon, Jean'], ['Evans, Mark L.'], ['J. Paul Getty Museum'], ['Victoria and Albert Museum']]",2005,English,"['bibliography', 'Illustrated works', 'Illustrated works.']",text,2006
1698,broken flute,,"[['Seale, Doris'], ['Slapin, Beverly']]",2005,English,"['bibliography', 'Criticism, interpretation, etc.', 'Juvenile works', 'Reference works', 'Criticism, interpretation, etc.', 'Juvenile works.', 'Reference works']",text,2005
1699,Not one more mother's child,,"Sheehan, Cindy.",2005,English,NaN,text,2005
1700,mappist,,"[['Lopez, Barry Holstun'], ['Hobson, Charles'], ['DeMerritt, John'], ['Hobson, Charles'], ['Shaw, Alice'], ['Pacific Editions'], ['Pacific Editions']]",,English,"['short story', ""Artists' books-California-San Francisco-2005."", 'Accordion fold format (Binding)-California-San Francisco-2005.', 'Digital prints-California-San Francisco-2005.', ""Artists' books-California."", 'Accordian fold format (Binding)-California.', 'Typefaces (Type evidence)-Garamond Narrow.', 'Digital prints.', 'Fiction', ""Artists' books"", ""Artists' books-California-San Francisco-2005.""]",text,2005
1701,Apocalypse,,"[['Keery, James'], ['Carcanet Press (Manchester, England)']]",2020,English,text,text,2019
1702,From dissertation to book,,"Germano, William P.",2005,English,bibliography,text,2004
1703,"Owners, annotators and the signs of reading",,"[['Harris, Michael'], ['Myers, Robin'], ['Mandelbrote, Giles'], ['Myers, Robin'], ['British Library'], ['Conference on Book Trade History (26th : 2004 : London, England)']]",2005,English,"['bibliography', 'conference publication', 'biography', 'Conference papers and proceedings', 'History']",text,2006
1704,Piano no mori =,The perfect world of Kai,"[['Isshiki, Makoto'], ['一色まこと']]",2015,Japanese,"['text', 'still image', 'Manga.', 'Comics (Graphic works)', 'Graphic novels', 'Graphic novels']",text,1999
1705,ancient Egyptian Book of Thoth,a demotic discourse on knowledge and pendant to the classical hermetica,"[['Jasnow, Richard'], ['Zauzich, Karl-Theodor']]",2005,English,"['bibliography', 'text', 'still image', 'Papyri, Demotic', 'Ausgabe', '[document]']",text,2005
