,title,subtitle,author,publication_date,languge,genre
6344,Christopher Small reader,NaN,"[['Small, Christopher'], ['Walser, Robert']]",2016,English,"['bibliography', 'biography', 'text']"
6345,Cataloging and classification,,"[['Chan, Lois Mai'], ['Salaba, Athena']]",2016,English,"['bibliography', 'text']"
6346,Superwomen,,"Cocca, Carolyn",2016,English,"['bibliography', 'text', 'Comics (Graphic works)', 'Criticism, interpretation, etc.', 'Comics (Graphic works)', 'Criticism, interpretation, etc.']"
6347,Phantom pains of madness,,"[['Kocot, Noelle'], ['Clark, Jeff, 1971-'], ['Wave Books']]",2016,English,"['text', 'American poetry-21st century.']"
6348,sueños cantan,,"[['Ríos, Marialva'], ['Ponce, Agustina'], ['García-Oña, Lina'], ['Ediciones Vigía']]",2016,Spanish; Castilian,"['text', ""Artists' books-Cuba-Matanzas-2016."", 'Specimens']"
6349,On the other side,NaN,"[['Smith, Patricia M. (Patricia Marie)'], ['Fouquet, Claire'], [""Women's Studio Workshop""]]",2016,English,"['text', 'still image', 'Specimens', ""Artists' books-United States-21st century."", 'Limitation statements (Publishing)']"
6350,Environmental health,from global to local,F,2016,English,"['bibliography', 'text', 'still image']"
6351,Voynich manuscript,,"[['Clemens, Raymond'], ['Harkness, Deborah'], ['Beinecke Rare Book and Manuscript Library']]",2016,English,"['bibliography', 'text', 'still image', 'Facsimiles (Publishing)-Connecticut-New Haven-21st century.', 'Illustrated works-Connecticut-New Haven-21st century.']"
6352,Décris-ravage,NaN,"[['Rosenstein, Adeline'], ['Baladi']]",9999,French,"['text', 'still image', 'Comics (Graphic works)', 'History']"
6353,Valerian,the complete collection,"[['Christin, Pierre'], ['Mézières, J.-C. (Jean-Claude)'], ['Tranlé, E.'], ['Saincantin, Jerome']]",9999,English,"['text', 'still image', 'Science fiction comics', 'Graphic novels', 'Comics (Graphic works)', 'Fiction', 'Graphic novels', 'Science fiction comics']"
6354,Reading in the dark,,M,2016,English,"['bibliography', 'text', 'Criticism, interpretation, etc.', 'History', 'Criticism, interpretation, etc.', 'History.']"
6355,book to burn and a book to keep (hidden),selected writings,"[['Li, Zhi'], ['Handler-Spitz, Rebecca'], ['Lee, Pauline C.'], ['Saussy, Haun']]",2016,English,"['bibliography', 'text']"
6356,Novel perspectives on German-language comics studies,,"Kutch, Lynn M.",2016,English,"['bibliography', 'text', 'Criticism, interpretation, etc.', 'Criticism, interpretation, etc.', 'Comic']"
6357,white cat and the monk ,,"[['Bogart, Jo Ellen'], ['Smith, Sydney,']]",2016,English,"['text', 'still image', 'Fiction', 'Juvenile works', 'Fiction.', 'Juvenile works.', 'Picture books', 'Picture books', 'Fiction']"
6358,Rosh Hashanah is coming!,,"[['Newman, Tracy'], ['Garófoli, Viviana']]",2016,English,"['text', 'Board books', 'Stories in rhyme', 'Fiction', 'Juvenile works', 'Board books', 'Stories in rhyme', 'Histoires rimées.']"
6359,John Calvin's Institutes of the Christian religion,,"Gordon, Bruce",2016,English,"['bibliography', 'text']"
6360,Threadbare,,"[['Moore, Anne Elizabeth'], ['Small Press Expo Collection (Library of Congress)']]",2016,English,"['bibliography', 'text', 'still image', 'Graphic books.', 'Graphic Novel', 'graphic novels.', 'comic books.', 'comic strips.', 'Comics (Graphic works)', 'Political comics', 'Graphic novels', 'Graphic novels.', 'Graphic novels', 'Comics (Graphic works)', 'Political comics', 'Romans graphiques.', 'Bandes dessinées.']"
6361,National Football League franchises,,"Jozsa, Frank P.",2016,English,"['bibliography', 'text', 'History', 'Statistics', 'History.', 'Statistics.']"
6362,mismeasure of wealth,,"Murray, Patrick",2016,English,"['bibliography', 'text']"
6363,Cashing in on education,,"[['Mateo Diaz, Mercedes'], ['Rodríguez-Chamussy, Lourdes'], ['World Bank']]",2016,English,"['bibliography', 'text']"
6364,fires beneath,,M,2016,English,"['bibliography', 'text', 'Biographies']"
6365,Unceasing kindness,,"[['Lau, Peter H. W.'], ['Goswell, Greg']]",2016,English,"['bibliography', 'text', 'Criticism, interpretation, etc.', 'Criticism, interpretation, etc.']"
6366,Hershele,un der oytser in Yerusholaim,H,2016,Yiddish,"['text', 'still image', 'Jewish religious fiction.', 'Haredi and religious literature', 'Comics (Graphic works)', 'Fiction', 'Juvenile works']"
6367,Jacqueline Wilson,,"Pearson, Lucy",2016,English,"['bibliography', 'text', 'Criticism, interpretation, etc.']"
6368,Maʻná numā,101-adabī tabṣire,"[['Ashraf, Humāyūn̲'], ['اشرف، همايوں،']]",2016,Urdu,text
6369,Chosŏn chisigin i sesang ŭl yŏhaeng hanŭn pŏp,"Chosŏn misaeng, Cho Su-sam ŭi t'ŭkpyŏrhan sesang yuramgi","[['Kim, Yŏng-juk'], ['김영죽']]",2016,Korean,"['bibliography', 'biography', 'text', 'Criticism, interpretation, etc.', 'History']"
6370,Zhao Wanli wen cun =,ZhaoWanli wencun,"[['Zhao, Wanli'], ['Fu, Jia'], ['Qing hua da xue (Beijing, China)'], ['趙万里'], ['付佳'], ['清华大学 (Beijing, China)']]",2016,Chinese,"['bibliography', 'text', 'History']"
6371,Kutpai saibi chŏnsŏng sidae,Changdori ŭi Taehan Min'guk hyŏnjaesa 2015-16,"[[""Pak, Sun-ch'an""], ['박순찬'], ['박순찬']]",2016,Korean,"['text', 'still image']"
6372,Zao qi Han yi fo jing ci hui xi tong de jie gou ji sheng cheng,yi Zhichen yi jing fu yin ci wei zhong xin,"[['Zhang, Ye'], ['张烨']]",2016,Chinese,"['bibliography', 'text', 'Terminology']"
6373,Hatsuyama Shigeru kijin dōgaka,NaN,"[['Kami, Shōichirō'], ['上笙一郎']]",2016,Japanese,"['biography', 'text', 'Biographies', 'History']"
6374,discovery of El Greco,the nationalization of culture versus the rise of modern art (1860-1914),"[['Storm, Eric'], ['De Jager, Marjolijn']]",2016,English,"['bibliography', 'text', 'Criticism, interpretation, etc.', 'History']"
6375,"Little Magazine, World Form",,B,2016,English,"['dictionary', 'government publication', 'text']"
6376,They all saw a cat,,"[['Wenzel, Brendan'], ['Chronicle Books (Firm)']]",2016,English,"['text', 'still image', 'Picture books', 'Fiction', 'Picture books for children.', 'Juvenile works', 'Picture books', 'Fiction', 'Juvenile works.']"
6377,Edward Johnston,,"[['Taylor, Richard'], ['Cameron & Hollis'], ['Webb and Webb Design Limited'], ['London Transport Museum'], ['Unicorn Publishing']]",2016,English,"['text', 'still image', 'Biographies', 'Biographies', 'Biographies', 'Biographies']"
6378,Our lady of birth control,,"Jones, Sabrina",2016,English,"['bibliography', 'biography', 'still image', 'text', 'Graphic Novel', 'Biography', 'graphic novels.', 'collective biographies.', 'comic books.', 'comic strips.', 'Graphic novels', 'Biographical comics', 'Graphic novels', 'Biographies', 'Comics (Graphic works)', 'Romans graphiques.', 'Biographies.', 'Bandes dessinées.', 'Bandes dessinées biographiques.']"
6379,Tibetan printing,,"[['Diemberger, Hildegard'], ['Ehrhard, Franz-Karl'], ['Kornicki, Peter F. (Peter Francis)']]",2016,English,"['bibliography', 'conference publication', 'text', 'Conference papers and proceedings', 'History']"
6380,Your Black Friend,NaN,"[['Passmore, Ben'], ['Silver Sprocket (Firm)']]",2016,English,"['still image', 'text', 'Zines', 'Comics (Graphic works)', 'Zines', 'Comics (Graphic works)', 'Zines.', 'Comics (Graphic works)', 'Comics (Graphic works)', 'Comic books-U.S.A.-2016.', 'Fanzines-U.S.A.-2016.']"
6381,Dreaming on the edge,poets & book artists in California,"Johnston, Alastair",2016,English,"['bibliography', 'biography', 'text', 'still image', 'Biographies', 'History']"
6382,Rosalie Lightning,,"Hart, Tom",2016,English,"['biography', 'text', 'still image', 'Autobiography.', 'Autobiography', 'Graphic Novel', 'graphic novels.', 'autobiographies (literary genre)', 'Autobiographies', 'Comics (Graphic works)', 'Graphic novels', 'Graphic novels', 'Nonfiction comics', 'Graphic medicine (Comics)', 'Autobiographical comics', 'Comics (Graphic works)', 'Autobiographies', 'Autobiographies.', 'Romans graphiques.', 'Bandes dessinées autres que de fiction.', 'Bandes dessinées médicales.', 'Bandes dessinées autobiographiques.', 'Bandes dessinées.']"
6383,Physics Is,The Physicist Explores Attributes of Physics,"[['Baker, F. Todd.'], ['Morgan & Claypool Publishers'], ['Institute of Physics (Great Britain)']]",2016,English,text
6384,Wave papers,,"[['Beckman, Joshua'], ['Broadhead, Heidi'], ['Mangum, Megan'], ['Wave Books']]",2016,English,"['text', 'American poetry-21st century.', 'Anthologies.']"
6385,noblest Roman,,"[['Kelly, Jerry'], ['Beletsky, Misha'], ['David R. Godine, Publisher']]",2016,English,"['biography', 'text', 'still image', 'History']"
6386,Making literature now,,H,2016,English,"['bibliography', 'text']"
6387,Stone tablets,NaN,"[['Żukrowski, Wojciech'], ['Kraft, Stephanie']]",2016,English,"['text', 'Fiction', 'Romance fiction.']"
6388,"Tolstoy, Rasputin, others, and me",the best of Teffi,"[['Tėffi, N. A. (Nadezhda Aleksandrovna)'], ['Chandler, Robert'], ['Chandler, Elizabeth'], ['France, Rose'], ['Jackson, Anne Marie']]",2016,English,"['bibliography', 'text', 'Autobiographical fiction.', 'Fictional autobiographies', 'Fictional autobiographies.']"
6389,Dostoevsky's legal and moral philosophy,,"Belliotti, Raymond A.",2016,English,"['bibliography', 'text', 'Criticism, interpretation, etc.', 'History', 'Criticism, interpretation, etc.', 'History.']"
6390,book of Isaiah and God's kingdom,,A,2016,English,"['bibliography', 'text']"
6391,Radical bookselling,,"[['Moskowitz, Doris Jo'], [""Moe's Books""]]",2016,English,"['biography', 'text', 'Biographies', 'History', 'Biographies', 'Biographies.']"
6392,mystère Henri Pick,,F,2016,French,"['text', 'Fiction', 'Fiction', 'Roman à suspense.', 'French language materials.']"
6393,Renault =,,"[['Boom, Irma'], ['Maak, Niklas'], ['Acker, Laurens van den'], ['Régie nationale des usines Renault']]",2016,English,"['text', 'aluminum paper.', 'monochrome.', ""artists' books (books)"", ""Artists' books"", 'History', ""Artists' books"", 'Aluminum bindings', ""Livres d'artistes.""]"
6394,Dawnych ksiąg niesyty,,"[['Tondel, Janusz'], ['Imańska, Iwona'], ['Wagner, Arkadiusz'], ['Uniwersytet Mikołaja Kopernika w Toruniu']]",2016,Polish,"['bibliography', 'festschrift', 'text', 'Festschriften', 'History', 'Festschriften']"
6395,Primahood,,"[['Cohen, Tyler'], ['Gregory, Roberta'], ['Center for Sex and Culture (San Francisco, Calif.)']]",2016,English,"['still image', 'text', 'Autobiographical comics', 'Comics (Graphic works)', 'Graphic novels', 'Graphic novels', 'Autobiographical comics', 'Bandes dessinées autobiographiques.']"
6396,Old Testament,,H,2016,English,"['bibliography', 'text', 'Criticism, interpretation, etc.', 'Introductions', 'Criticism, interpretation, etc.', 'Introductions.']"
6397,LIFE - AS A MATTER OF FAT,,"[['Mouritsen, Ole G.'], ['Bagatolli, Luis A.']]",2016,English,text
6398,"Publishers, readers, and digital engagement",,M,2016,English,"['bibliography', 'text']"
6399,Intercultural communication and public policy in Nigeria,NaN,I,2016,English,"['text', 'Electronic books.']"
6400,"Balkans and Byzantine world before and after the captures of Constantinople, 1204 and 1453",,"[['Stanković, Vlada'], ['Narodna biblioteka SR Srbije']]",2016,English,"['bibliography', 'text', 'History', 'History.']"
6401,cultural revolution of the nineteenth century,"theatre, the book-trade, and reading in the transatlantic world","[['Abreu, Márcia'], ['Silva, Ana Cláudia Suriani da']]",2016,English,"['text', 'History']"
6402,Creating freedom,,"Martinez, Raoul",2016,English,"['bibliography', 'text']"
6403,South,,C,2016,English,"['bibliography', 'biography', 'text', 'still image', 'Anecdotes', 'Biographies', 'History', 'Biographies', 'Anecdotes']"
6404,See and read all these words,,E,2016,English,"['bibliography', 'text', 'Criticism, interpretation, etc.']"
6405,Underworld,,Kaz,2016,English,"['text', 'still image', 'Comics (Graphic works)']"
6406,Developing an image,,"[['Seibert, Richard'], ['Book Club of California']]",2017,English,"['bibliography', 'text', 'still image', 'Bibliographies', 'Exhibition catalogs', 'History', 'Exhibition catalogs.', 'Keepsakes.', 'Private press books (Printing)', 'Printing in multiple colors (Printing)']"
6407,Elgar encyclopedia of environmental law,,"[['Faure, Michael (Michael G.)'], ['Edward Elgar Publishing']]",2023,English,"['bibliography', 'text', 'Electronic books.']"
6408,Last stories,NaN,"Trevor, William",2018,English,"['short story', 'text', 'short stories.', 'Fiction', 'Short stories', 'Short stories', 'Short stories.', 'Nouvelles.']"
6409,"""public"" life of photographs",,G,2016,English,"['bibliography', 'text', 'History']"
6410,Aynzam inmiṭn yam,NaN,"[['Rozen, R.'], ['Ḳrishevsḳi, A.']]",2016,Yiddish,"['text', 'still image', 'Jewish religious fiction.', 'Comics (Graphic works)', 'Fiction', 'Juvenile works']"
6411,Josh Smith,fishes,"[['Smith, Josh (Joshua)'], ['Pontégnie, Anne'], ['Simpson, Helen'], ['Galerie Xavier Hufkens (Brussels, Belgium)']]",2016,English,"['text', ""Artists' books"", 'Ausstellungskatalog-Xavier Hufkens Gallery-21.04.2016-28.05.2016-Brüssel.', 'Catalogs', 'Exhibition catalogs', ""Artists' books""]"
6412,maturing market,,"[['Wilkinson, Alexander S.'], ['Ulla Lorenzo, Alejandra']]",2017,English,"['bibliography', 'text', 'History']"
6413,Taking books to the world,American publishers and the cultural cold war,L,2017,English,"['bibliography', 'government publication', 'text', 'History']"
6414,Taking books to the world,American publishers and the cultural cold war,L,2017,English,"['bibliography', 'government publication', 'text']"
6415,This is not my book,,"[['Weijde, Erik van der'], ['König, Anne'], ['Wenzel, Jan'], ['Spector Books']]",2017,English,"['catalog', 'text', 'still image', ""artists' books (books)"", ""Artists' books"", 'Catalogs', ""Artists' books"", ""Livres d'artistes.""]"
6416,Deer Woman ,,"[['LaPensée, Elizabeth'], ['Alvitre, Weshoyot'], ['Stonefish, Patty,'], ['Vasquez, Allie,'], ['Naragon, Rebecca,'], ['Thunder, Jonathan'], ['Native Realities (Firm)'], ['Arming Sisters (Organization)']]",2017,English,"['still image', 'text', 'Graphic novels', 'Comics (Graphic works)', 'Graphic novels', 'Comics (Graphic works)', 'Zines', 'Bandes dessinées.']"
6417,Berkovskie chtenii︠a︡,"knizhnai︠a︡ kulʹtura v kontekste mezhdunarodnykh kontaktov, 2017 : materialy mezhdunarodnoĭ nauchnoĭ konferent︠s︡ii, Polot︠s︡k, 24-25 mai︠a︡ 2017 = Berkovskye chteniya : book culture in the context of international contacts, 2017 : materials of the international conference, Polotsk, May 24-25, 2017","[['Berkovskie chtenii︠a︡ (4th : 2017 : Polatsk, Belarus)'], ['Avgulʹ, L. A. (Li︠u︡dmila Anatolʹevna)'], ['Bakun, D. N. (Dmitriĭ Nikolaevich)'], ['International Association of the Academies of Sciences'], ['Tsėntralʹnai︠a︡ navukovai︠a︡ biblii︠a︡tėka imi︠a︡ I︠A︡kuba Kolasa'], ['Nauchnyĭ i izdatelʹskiĭ t︠s︡entr ""Nauka""'], ['Берковские чтения'], ['Цэнтральная навуковая бібліятэка імя Якуба Коласа'], ['Научный и издательский центр ""Наука""'], ['Авгуль, Л. А. (Людмила Анатольевна)'], ['Бакун, Д. Н. (Дмитрий Николаевич)']]",2017,Russian,"['bibliography', 'conference publication', 'text']"
6418,In the still of the night,NaN,"[['Barrois/Dixon, Dara'], ['Clark, Jeff'], ['George Edward Woodberry Poetry Room Collection (Houghton Library)'], ['Wave Books']]",2017,English,"['text', 'American poetry-20th century.', 'American poetry-21st century.', 'Poetry', 'Poetry']"
6419,While standing in line for death,NaN,"[['Conrad, C. A.'], ['Clark, Jeff'], ['George Edward Woodberry Poetry Room Collection (Houghton Library)'], ['Wave Books']]",2017,English,"['text', 'Poetry', 'Poetry.', 'Poetry']"
6420,Book of the dead,,"[['Lowry, Kevin Bryce'], ['Scalf, Foy'], ['University of Chicago']]",2017,English,"['bibliography', 'still image', 'text', 'Exhibition catalogs', 'Exhibition catalogs']"
6421,Lighter than my shadow ,,"[['Green, Katie'], ['Lion Forge, LLC']]",2017,English,"['bibliography', 'biography', 'text', 'still image', 'Graphic novels', 'Graphic novels.', 'Graphic Novel', 'Personal Narrative', 'Popular Work', 'Autobiography', 'graphic novels.', 'autobiographies (literary genre)', 'Graphic medicine (Comics)', 'Autobiographical comics', 'Comics (Graphic works)', 'Graphic novels', 'Nonfiction comics', 'Graphic novels', 'Autobiographical comics', 'Graphic medicine (Comics)', 'Nonfiction comics', 'Personal narratives', 'Autobiographies.', 'Bandes dessinées autobiographiques.', 'Autobiographies.', 'Romans graphiques.', 'Récits personnels.', 'Bandes dessinées médicales.', 'Bandes dessinées autres que de fiction.']"
6422,book of the twelve and beyond,,N,2017,English,"['bibliography', 'biography', 'text']"
6423,Poetic modernism in the culture of mass print,NaN,"Brinkman, Bartholomew",2017,English,"['bibliography', 'text', 'Criticism, interpretation, etc.', 'Criticism, interpretation, etc.']"
6424,Reviewing the South,,G,2017,English,"['bibliography', 'text', 'Criticism, interpretation, etc.', 'History']"
6425,Prose architectures,NaN,"[['Gladman, Renee'], ['Vogel, Danielle'], ['Clark, Jeff, 1971-'], ['George Edward Woodberry Poetry Room Collection (Houghton Library)'], ['Wave Books']]",2017,English,"['text', 'still image']"
6426,Of mongrelitude,NaN,"[['Brolaski, Julian T.'], ['Wave Books']]",2017,English,"['text', 'Poetry', 'poetry.', 'Poetry', 'Poetry', 'Poésie.']"
6427,Open book,,"[['Janke, Rolf A.'], ['Wiser, James']]",2017,English,"['bibliography', 'text', 'Handbooks and manuals']"
6428,Intuitive alphabet,,"[['Doner, Michele Oka'], ['Dee, James'], ['Tra Publishing (Firm)'], ['ILONA Studio (Firm)'], ['Lenoirschuring (Firm)'], ['Boekbinderij Patist (Firm)']]",2017,English,"['still image', 'text', 'Specimens']"
6429,Lissa,"a story about medical promise, friendship, and revolution","[['Hamdy, Sherine'], ['Nye, Coleman'], ['Bao, Sarula'], ['Brewer, Caroline'], ['Parenteau, Marc'], ['University of Toronto']]",2017,English,"['bibliography', 'text', 'still image', 'Fictional Work', 'Graphic Novel', 'Graphic medicine.', 'Graphic novels', 'Graphic novels-United States.', 'Romans graphiques.']"
6430,bone book,,"Mann, Robert W.",2017,English,"['bibliography', 'text', 'Atlas']"
6431,"Discrimination, copyright, and equality",,"Harpur, Paul David",2017,English,"['bibliography', 'text']"
6432,Edmund Geste and his books,reconstructing the library of a Cambridge don and Elizabethan bishop,"[['Selwyn, David G, (David Gordon)'], ['Nash, Paul W.'], ['Bibliographical Society (Great Britain)'], ['Short Run Press']]",2017,English,"['biography', 'text', 'Bibliographies', 'Catalogs', 'History']"
6433,book lovers' miscellany,,C,2017,English,"['bibliography', 'text', 'miscellanies.', 'Trivia and miscellanea', 'History', 'History.', 'Trivia and miscellanea', 'Miscellanées.']"
6434,Book of Lord Shang,,"[['Shang, Yang.'], ['Pines, Yuri']]",2017,English,"['dictionary', 'government publication', 'text']"
6435,How to write a book proposal,,"[['Rein, Jody'], ['Larsen, Michael']]",2017,English,"['bibliography', 'text']"
6436,Black Panther,NaN,"[['Coates, Ta-Nehisi'], ['McGregor, Don'], ['Sprouse, Chris'], ['Buckler, Rich'], ['Sabino, Joe'], ['Lee, Stan'], ['Kirby, Jack']]",2017,English,"['text', 'still image', 'Young adult fiction.', 'superhero comics.', 'Young adult works', 'Fiction', 'Comics (Graphic works)', 'Graphic novels', 'Superhero comics', 'Superhero comic books, strips, etc.', 'Comics (Graphic works)', 'Graphic novels', 'Superhero comics.', 'Bandes dessinées.', 'Bandes dessinées de superhéros.']"
6437,African conundrum,"rethinking the trajectories of historical, cultural, philosophical and developmental experiences of Africa","[['Mukusha, Jowere'], ['Mubaya, Tapuwa R.'], ['Mawere, Munyaradzi']]",2017,English,text
6438,livre à l'épreuve,,"Sefrioui, Kenza",2017,French,"['bibliography', 'text']"
6439,medieval girdle book,,"[['Smith, Margit J.'], ['Vile, Scott'], ['Oak Knoll Press']]",2017,English,"['bibliography', 'text', 'Catalogs', 'History', 'Catalogs']"
6440,Children's agency and development in African societies =,La capacité d'agir et le développement des enfants dans les sociétés africaines,O,2017,English,text
6441,Oito viagens ao Brasil,NaN,"[['Piqueira, Gustavo'], ['Martins Fontes (Firm)'], ['Biblioteca Brasiliana Guita e José Mindlin'], ['Casa Rex (Firm)'], ['Paulinelli Servicos Graficos']]",2017,Portuguese,"['bibliography', 'text', 'still image', ""artists' books (books)"", 'Art', 'Illustrated works', 'Specimens', ""Artists' books"", ""Livres d'artistes.""]"
6442,What editors do,,G,2017,English,"['bibliography', 'text', 'Essay', 'essays.', 'Essays', 'Essays', 'Essais.']"
6443,Wendy project,,"[['Osborne, Melissa Jane'], ['Fish, Veronica']]",2017,English,"['text', 'still image', 'Graphic novels', 'Fantasy fiction.', 'Graphic novels.', 'Graphic Novel', 'Fictional Work', 'graphic novels.', 'novels.', 'Novels', 'Fiction', 'Comics (Graphic works)', 'Fantasy comics', 'Graphic novels', 'Psychological fiction', 'Comic books, strips, etc.', 'Graphic novels.', 'Fantasy comics', 'Psychological fiction', 'Fiction', 'Novels', 'Romans graphiques.', 'Romans.', 'Fantasy fiction.', 'Graphic novels.']"
6444,"Heavy metal, l'autre Métal hurlant",,"[['Labarre, Nicolas'], ['Poussin, Gilles']]",2017,French,"['bibliography', 'text', 'Criticism, interpretation, etc.', 'History']"
6445,Nuvole d'autore,,NaN,2017,Italian,"['bibliography', 'text', 'Criticism, interpretation, etc.']"
6446,history of the Limited Editions Club,NaN,"[['Grossman, Carol P.'], ['Carter, Matthew'], ['Kelly, Jerry'], ['Oak Knoll Press'], ['PBtisk (Firm)']]",2017,English,"['bibliography', 'text', 'Typefaces (Type evidence)-Galliard.']"
6447,Publishing manifestos,,P,2019,English,"['bibliography', 'biography', 'text', 'still image', 'Literature', 'Literary collections', 'Literature', 'Littérature.']"
6448,"Magic, music & mischief",NaN,"[['Gladir, George'], ['DeCarlo, Dan'], ['Archie Comic Publications, Inc']]",2017,English,"['still image', 'text', 'Comics (Graphic works)', 'Graphic novels.', 'Humorous comics.']"
6449,complete book of 2000s Broadway musicals,,"Dietz, Dan",2017,English,"['bibliography', 'text', 'Criticism, interpretation, etc.']"
6450,Studies in Isaiah,,"[['Wasserman, Tommy'], ['Andersson, Greger'], ['Willgren, David']]",2017,English,"['bibliography', 'text', 'Criticism, interpretation, etc.', 'Criticism, interpretation, etc.']"
6451,Emblems and the natural world,,"[['Enenkel, K. A. E.'], ['Smith, P. J. (Paul J.)'], ['Universität Münster'], ['Emblems and the Natural World (1500-1700) (Conference) (2015 : Münster, Germany)']]",2017,English,"['bibliography', 'text', 'still image', 'proceedings (reports)', 'Conference papers and proceedings', 'History', 'Conference papers and proceedings', 'Actes de congrès.']"
6452,Before lyricism,NaN,"[['Vakalo, Helenē'], ['Emmerich, Karen'], ['Ugly Duckling Presse'], [""Don't Look Now (Firm)""], ['McNaughton & Gunn']]",2017,English,"['text', 'Greek poetry, Modern-20th century.']"
6453,Victorian Jesus,,"Hesketh, Ian",2017,English,"['bibliography', 'text', 'Biography', 'Biographies', 'Criticism, interpretation, etc.', 'History', 'Biographies', 'Biographies.']"
6454,Gutenberg's fingerprint,,"[['Simonds, Merilyn'], ['ECW Press']]",2017,English,"['bibliography', 'biography', 'text', 'Biographies']"
6455,others,NaN,"[['Rohrer, Matthew'], ['Clark, Jeff'], ['Wave Books']]",2017,English,"['text', 'American fiction-21st century.', 'Novels in verse']"
6456,best books,,"Sonnenschein, William Swan",,English,NaN
6457,Editio princeps: a history of the Gutenberg Bible,NaN,"[['White, Eric Marshall'], ['Harvey Miller Publishers']]",2017,English,"['bibliography', 'text', 'still image', 'History']"
6458,Take me to your readers,,S,2017,English,"['bibliography', 'text']"
6459,William Gibson's Archangel,NaN,"[['Gibson, William'], ['Smith, Michael St. John'], ['Guice, Jackson'], ['Barrionuevo, Al'], ['Reis, Wagner'], ['Palmer, Tom'], ['Rodriguez, Diego'], ['Dzioba, Wes'], ['Lee, Shawn'], ['Lazcano, Gilberto'], ['Benedetto, Michael'], ['Hedgecock, David'], ['IDW Publishing']]",2017,English,"['text', 'still image', 'Comics (Graphic works)', 'Comics (Graphic works)', 'Dystopian comics', 'Graphic novels', 'Science fiction comics', 'Science fiction comic books, strips, etc.', 'Comics (Graphic works)', 'Graphic novels', 'Dystopian comics', 'Science fiction comics', 'Comic books.', 'Bandes dessinées.', 'Bandes dessinées dystopiques.', 'Bandes dessinées de science-fiction.']"
6460,Chitatelʹ v poiske ,NaN,"[['Asonova, Ekaterina'], ['Асонова, Екатерина,'], ['Romanicheva, E. S.'], ['Романичева, Е. С.,'], ['Bibliomir (Firm)'], ['Библиомир (Firm),']]",2018,Russian,"['bibliography', 'conference publication', 'text', 'proceedings (reports)', 'Conference papers and proceedings', 'Criticism, interpretation, etc.', 'Conference papers and proceedings', 'Actes de congrès.']"
6461,More words about pictures,,"[['Hamer, Naomi'], ['Nodelman, Perry'], ['Reimer, Mavis']]",2017,English,"['bibliography', 'text', 'Criticism, interpretation, etc.', 'History']"
6462,Commentary on Ezekiel,NaN,"[['Jerome'], ['Scheck, Thomas P.']]",2017,English,"['bibliography', 'text', 'Commentaries', 'Early works', 'Commentaries.', 'Early works.']"
6463,SQL server database programming with visual basic.net,,"[['Bai, Ying'], ['IEEE Xplore (Online Service)'], ['Wiley']]",2020,English,"['bibliography', 'text']"
6464,Complete poison blossoms from a thicket of thorn,the zen records of Hakuin Ekaku,"[['Hakuin'], ['Waddell, Norman']]",2017,English,"['bibliography', 'biography', 'text', 'Early works']"
6465,social life of books,,W,2017,English,"['text', 'History', 'History.']"
6466,poetics of the press,"interviews with poets, printers, & publishers","[['Schlesinger, Kyle'], ['Waldrop, Rosmarie'], ['Waldrop, Keith'], ['Raworth, Tom'], ['Hejinian, Lyn'], ['Loney, Alan'], ['Greene, Jonathan'], ['Johnston, Alastair'], ['Drucker, Johanna'], ['Gallo, Philip'], ['Clay, Steven'], ['Alexander, Charles'], ['Lee, Annabel'], ['Bruggeman, Inge'], ['Yankelevich, Matvei'], ['Moschovakis, Anna'], ['Cohick, Aaron'], ['Pierce, Scott'], ['Lawson, Sarah'], ['Parsons, Paige'], [""Don't Look Now (Firm)""], ['Ugly Duckling Presse'], ['McNaughton & Gunn (Firm)'], ['Prestige Printing (Brooklyn, N.Y.)']]",2021,English,"['text', 'interviews.', 'Interviews', 'Interviews', 'Interviews.']"
6467,best of Archie Americana : golden age 1940s-1950s,NaN,A,2017,English,"['still image', 'text', 'Comics (Graphic works)', 'Graphic novels.', 'Humorous comics.']"
6468,Mining Africa,"law, environment, society and politics in historical and multidisciplinary perspectives","[['Warikandwa, Tapiwa V.'], ['Nhemachena, Artwell']]",2017,English,text
6469,Relationality and resilience in a not so relational world?,"knowledge, chivanhu and (de-)coloniality in 21st century conflict-torn Zimbabwe",N,2017,English,text
6470,Motsiʼim le-or ki-metaṿkhe tarbut,historyah tarbutit shel meʼah shenot hotsaʼah la-ʼor be-ʻivrit be-Yiśraʼel (1910-2010),"[['Neiger, Mordechai'], ['נייגר, מוטי.']]",2017,Hebrew,"['bibliography', 'text', 'History']"
6471,Recoding world literature,"libraries, print culture, and Germany's pact with books",M,2017,English,"['bibliography', 'government publication', 'text']"
6472,Ṭalā dar kitābʹārāyī-i Īrānī =,Gold in Persian book decoration,"[['Jawkār, Jalīl'], ['Ghaffārʹpūrī, S̲urayyā'], ['Sāzmān-i Mīrās̲-i Farhangī, Ṣanāyiʻ-i Dastī va Gardishgarī (Iran)'], ['\u200fجوکار، جليل،'], ['\u200fغفار\u200cپورى، ثريا،'], ['\u200fسازمان ميراث فرهنگى، صنايع دستى و گردشگرى (ايران).\u200f']]",2017,Persian,"['bibliography', 'text']"
6473,Saigon calling ,London 1963-75 ,"[['Truong, Marcelino'], ['Homel, David']]",2017,English,"['biography', 'text', 'still image', 'Autobiographical comics', 'Graphic novels', 'Graphic novels.']"
